Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales
33,4379,17/09/2016,21/09/2016,3,738,765,0,0,372,36,19140.0,1,695,1,3,73,6.858
34,4379,17/09/2016,21/09/2016,3,738,765,0,0,372,36,19140.0,1,526,1,2,1030,15.76
35,2922,19/10/2018,23/10/2018,2,482,502,2,0,207,41,77095.0,0,1034,1,12,537,29.472
36,1936,08/12/2017,10/12/2017,0,300,297,1,0,404,41,75080.0,0,1860,2,13,724,1097.544
37,1936,08/12/2017,10/12/2017,0,300,297,1,0,404,41,75080.0,0,265,0,9,592,190.92
38,1004,27/12/2016,31/12/2016,3,704,712,2,0,207,41,77041.0,0,875,1,7,6,113.328
39,1004,27/12/2016,31/12/2016,3,704,712,2,0,207,41,77041.0,0,20,0,4,167,532.3992
40,1004,27/12/2016,31/12/2016,3,704,712,2,0,207,41,77041.0,0,120,0,5,751,212.058
41,1004,27/12/2016,31/12/2016,3,704,712,2,0,207,41,77041.0,0,1695,2,13,1272,371.168
42,3157,10/09/2018,15/09/2018,3,452,460,1,0,319,11,60540.0,0,1829,2,13,1243,147.168
43,1685,17/07/2017,22/07/2017,3,617,657,1,0,265,3,90049.0,3,1393,1,14,556,77.88
44,3528,19/09/2018,23/09/2018,3,278,270,1,0,286,8,32935.0,2,1386,1,14,115,95.616
45,1949,11/03/2017,13/03/2017,0,579,579,1,0,129,21,55122.0,0,1461,2,0,1597,45.98
46,1949,11/03/2017,13/03/2017,0,579,579,1,0,129,21,55122.0,0,767,1,3,1636,17.46
47,544,20/10/2015,25/10/2015,2,603,589,0,0,514,20,48185.0,0,1351,1,14,775,211.96
48,2737,20/06/2017,25/06/2017,3,461,458,0,0,124,6,19901.0,1,1519,2,0,914,45.0
49,2737,20/06/2017,25/06/2017,3,461,458,0,0,124,6,19901.0,1,1824,2,13,966,21.8
50,988,18/04/2016,22/04/2016,3,229,198,0,0,322,12,47150.0,0,822,1,3,394,38.22
51,988,18/04/2016,22/04/2016,3,229,198,0,0,322,12,47150.0,0,980,1,10,192,75.18
52,988,18/04/2016,22/04/2016,3,229,198,0,0,322,12,47150.0,0,192,0,9,1028,6.16
53,988,18/04/2016,22/04/2016,3,229,198,0,0,322,12,47150.0,0,100,0,5,759,89.99
54,1754,11/12/2017,17/12/2017,3,390,349,1,0,327,30,10024.0,1,904,1,8,122,15.26
55,1754,11/12/2017,17/12/2017,3,390,349,1,0,327,30,10024.0,1,1768,2,13,43,1029.95
56,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,1306,1,14,823,208.56
57,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,1110,1,12,1829,32.4
58,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,115,0,5,1173,319.41
59,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,1061,1,12,159,14.56
60,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,1519,2,0,914,30.0
61,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,692,1,3,1279,48.48
62,1840,17/06/2017,18/06/2017,0,731,735,0,0,486,30,12180.0,1,531,1,2,1297,1.68
63,1245,24/11/2016,30/11/2016,3,438,446,0,0,265,3,90004.0,3,1587,2,0,1598,13.98
64,1245,24/11/2016,30/11/2016,3,438,446,0,0,265,3,90004.0,3,677,1,3,66,25.824
65,1245,24/11/2016,30/11/2016,3,438,446,0,0,265,3,90004.0,3,1237,1,12,1730,146.73
66,1245,24/11/2016,30/11/2016,3,438,446,0,0,265,3,90004.0,3,153,0,9,1033,79.76
67,4408,30/04/2016,05/05/2016,3,609,596,2,0,80,11,60610.0,0,65,0,5,769,213.115
68,86,05/12/2015,10/12/2015,3,106,105,1,0,166,1,85234.0,3,557,1,2,884,1113.024
69,86,05/12/2015,10/12/2015,3,106,105,1,0,166,1,85234.0,3,1784,2,13,1848,167.968
70,1973,04/06/2017,06/06/2017,0,422,416,0,0,462,44,22153.0,2,1050,1,12,1455,75.88
71,1757,18/09/2017,23/09/2017,3,329,330,0,0,327,30,10009.0,1,832,1,3,235,4.616
72,3036,14/09/2018,17/09/2018,2,738,765,0,0,215,20,49201.0,0,1276,1,12,1529,19.05
73,4342,26/04/2016,02/05/2016,3,356,381,0,0,287,40,38109.0,2,56,0,5,813,831.936
74,4342,26/04/2016,02/05/2016,3,356,381,0,0,287,40,38109.0,2,267,0,9,1545,97.04
75,4342,26/04/2016,02/05/2016,3,356,381,0,0,287,40,38109.0,2,1405,1,14,1381,72.784
76,4723,09/12/2018,11/12/2018,0,418,438,1,0,207,41,77041.0,0,809,1,3,542,1.248
77,4723,09/12/2018,11/12/2018,0,418,438,1,0,207,41,77041.0,0,147,0,9,30,9.708
78,4723,09/12/2018,11/12/2018,0,418,438,1,0,207,41,77041.0,0,1307,1,14,1448,27.24
79,4223,26/11/2015,01/12/2015,2,356,381,0,0,207,41,77070.0,0,250,0,9,564,19.3
80,2081,12/06/2017,15/06/2017,0,679,716,1,0,116,0,35601.0,2,416,1,1,8,208.16
81,2081,12/06/2017,15/06/2017,0,679,716,1,0,116,0,35601.0,2,732,1,3,247,16.74
82,468,12/10/2015,16/10/2015,3,226,244,0,0,436,3,94122.0,3,542,1,2,1303,14.9
83,468,12/10/2015,16/10/2015,3,226,244,0,0,436,3,94122.0,3,1367,1,14,1465,21.39
84,1431,03/09/2016,08/09/2016,3,347,405,1,0,128,31,27707.0,2,850,1,7,939,200.984
85,4733,13/11/2018,16/11/2018,0,177,158,2,0,80,11,60623.0,0,1397,1,14,1380,230.376
86,3537,28/05/2018,30/05/2018,2,603,589,0,0,93,38,29203.0,2,63,0,5,1172,301.96
87,3843,26/10/2018,02/11/2018,3,592,591,0,0,408,21,55901.0,0,1512,2,0,1022,19.99
88,3843,26/10/2018,02/11/2018,3,592,591,0,0,408,21,55901.0,0,945,1,10,221,6.16
89,2582,05/04/2017,10/04/2017,2,304,295,2,0,207,41,77095.0,0,1390,1,14,581,158.368
90,1810,17/09/2017,22/09/2017,3,406,377,1,0,265,3,90036.0,3,632,1,2,1578,20.1
91,1810,17/09/2017,22/09/2017,3,406,377,1,0,265,3,90036.0,3,1829,2,13,1243,73.584
92,1810,17/09/2017,22/09/2017,3,406,377,1,0,265,3,90036.0,3,1038,1,12,1786,6.48
93,1425,31/01/2016,05/02/2016,2,415,419,0,0,298,21,55407.0,0,1207,1,12,1790,12.96
94,1425,31/01/2016,05/02/2016,2,415,419,0,0,298,21,55407.0,0,272,0,9,1439,53.34
95,1425,31/01/2016,05/02/2016,2,415,419,0,0,298,21,55407.0,0,752,1,3,903,32.96
96,4685,06/11/2018,12/11/2018,3,626,645,2,0,387,35,97206.0,3,836,1,3,672,5.682
97,3950,09/11/2018,11/11/2018,2,601,583,2,0,327,30,10009.0,1,159,0,9,31,96.53
98,3885,17/06/2018,20/06/2018,0,423,421,0,0,436,3,94122.0,3,708,1,3,1572,51.312
99,2414,06/09/2017,11/09/2017,3,276,255,1,0,425,21,55106.0,0,385,1,1,636,77.88
100,2562,29/08/2017,02/09/2017,3,623,629,2,0,80,11,60610.0,0,1210,1,12,261,64.624
101,2562,29/08/2017,02/09/2017,3,623,629,2,0,80,11,60610.0,0,1505,2,0,1404,95.976
102,2562,29/08/2017,02/09/2017,3,623,629,2,0,80,11,60610.0,0,743,1,3,255,1.788
103,2122,01/12/2017,04/12/2017,2,314,296,0,0,408,21,55901.0,0,1246,1,12,1588,23.92
104,4389,13/11/2016,17/11/2016,3,450,456,0,0,24,4,80013.0,3,1499,2,0,1006,238.896
105,4389,13/11/2016,17/11/2016,3,450,456,0,0,24,4,80013.0,3,283,0,9,511,102.36
106,4389,13/11/2016,17/11/2016,3,450,456,0,0,24,4,80013.0,3,747,1,3,270,36.882
107,3129,23/11/2018,28/11/2018,3,389,348,0,0,74,31,28205.0,2,1561,2,0,1077,74.112
108,3129,23/11/2018,28/11/2018,3,389,348,0,0,74,31,28205.0,2,1790,2,13,1477,27.992
109,3129,23/11/2018,28/11/2018,3,389,348,0,0,74,31,28205.0,2,482,1,2,1161,3.304
110,1154,15/10/2016,20/10/2016,3,581,602,2,0,350,11,60462.0,0,1476,2,0,1020,339.96
111,3681,25/12/2018,30/12/2018,3,183,185,1,0,327,30,10035.0,1,202,0,9,1039,41.96
112,2106,03/11/2017,10/11/2017,3,152,169,0,0,492,13,50322.0,0,481,1,2,887,75.96
113,2106,03/11/2017,10/11/2017,3,152,169,0,0,492,13,50322.0,0,797,1,3,237,27.24
114,190,25/08/2015,27/08/2015,2,629,662,0,0,94,33,43229.0,1,908,1,8,1196,40.096
115,190,25/08/2015,27/08/2015,2,629,662,0,0,94,33,43229.0,1,871,1,7,1339,4.72
116,190,25/08/2015,27/08/2015,2,629,662,0,0,94,33,43229.0,1,1285,1,12,1706,23.976
117,190,25/08/2015,27/08/2015,2,629,662,0,0,94,33,43229.0,1,869,1,7,1580,130.464
118,908,02/03/2016,06/03/2016,3,213,204,0,0,450,45,98103.0,3,332,0,16,853,787.53
119,4347,05/04/2016,10/04/2016,3,297,308,1,0,51,40,37620.0,2,779,1,3,680,157.794
120,1722,12/06/2017,15/06/2017,0,678,713,0,0,519,6,19805.0,1,214,0,9,160,47.04
121,1722,12/06/2017,15/06/2017,0,678,713,0,0,519,6,19805.0,1,794,1,3,499,30.84
122,1722,12/06/2017,15/06/2017,0,678,713,0,0,519,6,19805.0,1,1317,1,14,461,226.56
123,1722,12/06/2017,15/06/2017,0,678,713,0,0,519,6,19805.0,1,868,1,7,772,115.02
124,1722,12/06/2017,15/06/2017,0,678,713,0,0,519,6,19805.0,1,1820,2,13,943,68.04
125,4239,26/12/2015,28/12/2015,2,15,11,2,0,207,41,77041.0,0,118,0,5,742,600.558
126,4198,20/09/2015,25/09/2015,3,589,609,0,0,41,11,61701.0,0,369,0,16,318,617.7
127,4672,05/11/2018,12/11/2018,3,767,771,0,0,373,1,85023.0,3,766,1,3,241,2.388
128,4672,05/11/2018,12/11/2018,3,767,771,0,0,373,1,85023.0,3,1381,1,14,1571,243.992
129,4495,06/11/2017,10/11/2017,2,472,463,2,0,265,3,90004.0,3,65,0,5,767,81.424
130,4495,06/11/2017,10/11/2017,2,472,463,2,0,265,3,90004.0,3,270,0,9,558,238.56
131,4900,02/02/2018,05/02/2018,0,242,237,1,0,94,33,43229.0,1,1761,2,13,149,59.97
132,4900,02/02/2018,05/02/2018,0,242,237,1,0,94,33,43229.0,1,1168,1,12,1700,78.304
133,4900,02/02/2018,05/02/2018,0,242,237,1,0,94,33,43229.0,1,925,1,8,1498,21.456
134,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,1129,1,12,1737,20.04
135,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,1121,1,12,1661,35.44
136,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,506,1,2,1406,11.52
137,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,929,1,8,907,4.02
138,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,837,1,3,721,76.176
139,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,1429,1,15,669,65.88
140,2357,13/10/2017,19/10/2017,3,451,457,0,0,416,3,95661.0,3,192,0,9,1028,43.12
141,1822,05/09/2017,07/09/2017,2,349,391,1,0,372,36,19140.0,1,310,0,9,880,82.8
142,2892,18/09/2018,23/09/2018,3,691,663,1,0,436,3,94122.0,3,500,1,2,1151,8.82
143,2892,18/09/2018,23/09/2018,3,691,663,1,0,436,3,94122.0,3,891,1,7,471,10.86
144,2892,18/09/2018,23/09/2018,3,691,663,1,0,436,3,94122.0,3,1259,1,12,1695,143.7
145,3841,22/12/2018,27/12/2018,3,687,670,0,0,210,23,64055.0,0,396,1,1,1416,839.43
146,912,07/09/2016,12/09/2016,3,317,326,0,0,362,3,91104.0,3,1397,1,14,1380,671.93
147,132,22/10/2015,28/10/2015,3,503,510,2,0,328,33,43055.0,1,156,0,9,1441,93.888
148,1893,05/12/2017,09/12/2017,3,357,409,1,0,156,47,53132.0,0,1687,2,13,1270,384.45
149,1893,05/12/2017,09/12/2017,3,357,409,1,0,156,47,53132.0,0,1722,2,13,150,149.97
150,1893,05/12/2017,09/12/2017,3,357,409,1,0,156,47,53132.0,0,55,0,5,838,1951.84
151,1893,05/12/2017,09/12/2017,3,357,409,1,0,156,47,53132.0,0,745,1,3,700,171.55
152,2569,13/03/2017,16/03/2017,0,773,733,2,0,449,1,85254.0,3,384,1,1,296,157.92
153,2569,13/03/2017,16/03/2017,0,773,733,2,0,449,1,85254.0,3,1714,2,13,931,203.184
154,1098,31/05/2016,02/06/2016,0,708,708,1,0,438,3,95123.0,3,1141,1,12,1468,58.38
155,1098,31/05/2016,02/06/2016,0,708,708,1,0,438,3,95123.0,3,1162,1,12,1664,105.52
156,1098,31/05/2016,02/06/2016,0,708,708,1,0,438,3,95123.0,3,1350,1,14,1542,80.88
157,1018,28/05/2016,03/06/2016,3,566,564,2,0,450,45,98105.0,3,522,1,2,1116,6.63
158,62,01/03/2015,06/03/2015,2,190,202,0,0,450,45,98115.0,3,118,0,5,742,457.568
159,1889,20/11/2017,24/11/2017,3,571,576,0,0,134,34,73034.0,0,979,1,10,229,14.62
160,1889,20/11/2017,24/11/2017,3,571,576,0,0,134,34,73034.0,0,1843,2,13,174,944.93
161,2638,11/05/2017,12/05/2017,0,769,736,0,0,265,3,90045.0,3,1186,1,12,1705,5.98
162,1030,28/12/2016,31/12/2016,2,269,262,0,0,372,36,19134.0,1,1566,2,0,975,54.384
163,2496,16/11/2017,20/11/2017,3,635,658,0,0,65,29,88220.0,3,865,1,7,1492,28.4
164,1885,07/11/2017,11/11/2017,3,516,514,0,0,450,45,98115.0,3,801,1,3,1635,27.68
165,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,618,1,2,276,9.936
166,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,1623,2,11,984,8159.952
167,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,1325,1,14,1475,275.928
168,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,121,0,5,1362,1740.06
169,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,556,1,2,1410,32.064
170,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,428,1,1,949,177.98
171,473,08/09/2015,12/09/2015,3,90,75,0,0,432,41,78207.0,0,1822,2,13,929,143.976
172,223,05/08/2015,09/08/2015,3,173,140,0,0,265,3,90004.0,3,1064,1,12,106,20.94
173,223,05/08/2015,09/08/2015,3,173,140,0,0,265,3,90004.0,3,1085,1,12,1697,110.96
174,223,05/08/2015,09/08/2015,3,173,140,0,0,265,3,90004.0,3,111,0,5,770,340.144
175,4124,14/09/2015,19/09/2015,3,340,358,1,0,80,11,60623.0,0,393,1,1,948,52.448
176,4124,14/09/2015,19/09/2015,3,340,358,1,0,80,11,60623.0,0,985,1,10,219,20.16
177,4859,21/04/2018,25/04/2018,2,696,698,0,0,207,41,77036.0,0,433,1,1,54,97.264
178,4285,21/11/2016,23/11/2016,2,356,381,0,0,328,33,43055.0,1,128,0,5,1225,396.802
179,4285,21/11/2016,23/11/2016,2,356,381,0,0,328,33,43055.0,1,1434,1,15,96,15.88
180,1268,15/12/2016,19/12/2016,3,379,374,2,0,327,30,10009.0,1,535,1,2,1407,3.28
181,745,05/12/2015,09/12/2015,2,214,208,1,0,116,11,62521.0,0,1391,1,14,1540,24.816
182,745,05/12/2015,09/12/2015,2,214,208,1,0,116,11,62521.0,0,1588,2,0,916,408.744
183,667,19/11/2015,24/11/2015,2,649,643,2,0,306,16,71203.0,2,1803,2,13,46,503.96
184,667,19/11/2015,24/11/2015,2,649,643,2,0,306,16,71203.0,2,1853,2,13,1163,149.95
185,667,19/11/2015,24/11/2015,2,649,643,2,0,306,16,71203.0,2,1526,2,0,790,29.0
186,1735,28/11/2017,02/12/2017,3,697,664,0,0,147,5,6824.0,1,714,1,3,262,7.16
187,268,26/08/2015,30/08/2015,3,287,284,2,0,265,3,90032.0,3,1523,2,0,1403,176.8
188,2534,16/07/2017,22/07/2017,3,40,23,1,0,172,41,75051.0,0,1336,1,14,1260,37.224
189,2534,16/07/2017,22/07/2017,3,40,23,1,0,172,41,75051.0,0,1141,1,12,1468,20.016
190,813,12/10/2016,14/10/2016,0,532,496,2,0,327,30,10035.0,1,22,0,4,168,899.136
191,813,12/10/2016,14/10/2016,0,532,496,2,0,327,30,10035.0,1,1729,2,13,889,71.76
192,813,12/10/2016,14/10/2016,0,532,496,2,0,327,30,10035.0,1,1017,1,12,1799,51.84
193,813,12/10/2016,14/10/2016,0,532,496,2,0,327,30,10035.0,1,20,0,4,167,626.352
194,813,12/10/2016,14/10/2016,0,532,496,2,0,327,30,10035.0,1,585,1,2,28,19.9
195,1188,31/10/2016,06/11/2016,3,551,499,1,0,397,3,92374.0,3,860,1,7,1283,14.28
196,474,21/03/2015,25/03/2015,3,125,133,0,0,187,33,45011.0,1,625,1,2,331,7.408
197,474,21/03/2015,25/03/2015,3,125,133,0,0,187,33,45011.0,1,609,1,2,334,6.048
198,2921,06/11/2018,13/11/2018,3,780,776,2,0,513,28,7090.0,1,1338,1,14,507,46.26
199,4751,06/07/2018,13/07/2018,3,285,289,1,0,372,36,19120.0,1,653,1,3,1304,2.946
200,4751,06/07/2018,13/07/2018,3,285,289,1,0,372,36,19120.0,1,1185,1,12,1648,16.056
201,2866,24/06/2018,29/06/2018,3,484,485,0,0,2,33,44312.0,1,1180,1,12,1470,21.744
202,410,03/08/2015,05/08/2015,0,108,116,0,0,120,4,80219.0,3,367,0,16,364,218.75
203,410,03/08/2015,05/08/2015,0,108,116,0,0,120,4,80219.0,3,450,1,1,365,2.6
204,4716,17/12/2018,21/12/2018,2,455,474,0,0,109,41,75220.0,0,444,1,1,607,66.284
205,3278,03/06/2018,07/06/2018,3,326,324,1,0,156,40,37064.0,2,242,0,9,548,35.168
206,2940,09/12/2018,14/12/2018,3,458,452,0,0,517,3,90604.0,3,1745,2,13,1166,444.768
207,3463,01/12/2018,07/12/2018,3,371,397,0,0,421,20,48601.0,0,1310,1,14,1552,83.92
208,3463,01/12/2018,07/12/2018,3,371,397,0,0,421,20,48601.0,0,1736,2,13,1240,131.98
209,3463,01/12/2018,07/12/2018,3,371,397,0,0,421,20,48601.0,0,766,1,3,241,15.92
210,3463,01/12/2018,07/12/2018,3,371,397,0,0,421,20,48601.0,0,902,1,8,123,52.29
211,3463,01/12/2018,07/12/2018,3,371,397,0,0,421,20,48601.0,0,1346,1,14,774,91.99
212,801,09/02/2016,13/02/2016,2,541,530,1,0,109,41,75220.0,0,1489,2,0,1072,20.8
213,1387,02/01/2016,09/01/2016,3,786,782,1,0,285,33,44256.0,1,1007,1,10,214,23.68
214,1387,02/01/2016,09/01/2016,3,786,782,1,0,285,33,44256.0,1,46,0,4,1179,452.45
215,1387,02/01/2016,09/01/2016,3,786,782,1,0,285,33,44256.0,1,1790,2,13,1477,62.982
216,1387,02/01/2016,09/01/2016,3,786,782,1,0,285,33,44256.0,1,1624,2,11,431,1188.0
217,1387,02/01/2016,09/01/2016,3,786,782,1,0,285,33,44256.0,1,1459,2,0,1462,89.584
218,2127,28/10/2017,01/11/2017,3,370,392,0,0,265,3,90032.0,3,1336,1,14,1260,93.06
219,2127,28/10/2017,01/11/2017,3,370,392,0,0,265,3,90032.0,3,1775,2,13,114,302.376
220,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,906,1,8,1195,5.584
221,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,1243,1,12,1613,22.704
222,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,752,1,3,903,19.776
223,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,140,0,9,622,72.704
224,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,1631,2,11,1521,479.988
225,1658,24/12/2016,27/12/2016,0,341,393,0,0,126,33,43017.0,1,539,1,2,1490,27.168
226,1592,09/08/2016,16/08/2016,3,236,210,1,0,123,20,48227.0,0,502,1,2,1413,2.2
227,1592,09/08/2016,16/08/2016,3,236,210,1,0,123,20,48227.0,0,358,0,16,317,622.45
228,1592,09/08/2016,16/08/2016,3,236,210,1,0,123,20,48227.0,0,1370,1,14,1351,21.98
229,4369,28/02/2016,04/03/2016,3,776,775,0,0,93,40,38401.0,2,131,0,5,761,161.568
230,4369,28/02/2016,04/03/2016,3,776,775,0,0,93,40,38401.0,2,123,0,5,763,389.696
231,4247,13/09/2015,17/09/2015,3,245,267,1,0,74,31,28205.0,2,706,1,3,689,18.648
232,4640,07/04/2018,12/04/2018,3,177,158,2,0,471,8,33614.0,2,331,0,16,377,233.86
233,4640,07/04/2018,12/04/2018,3,177,158,2,0,471,8,33614.0,2,355,0,16,368,620.6145
234,4640,07/04/2018,12/04/2018,3,177,158,2,0,471,8,33614.0,2,706,1,3,689,5.328
235,4640,07/04/2018,12/04/2018,3,177,158,2,0,471,8,33614.0,2,284,0,9,1539,258.072
236,4640,07/04/2018,12/04/2018,3,177,158,2,0,471,8,33614.0,2,1568,2,0,1024,617.976
237,3940,12/11/2018,16/11/2018,3,191,206,1,0,446,3,95051.0,3,1171,1,12,1830,10.56
238,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,1214,1,12,1745,25.92
239,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,158,0,9,1035,419.68
240,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,297,0,9,1496,11.688
241,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,1678,2,13,1312,31.984
242,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,344,0,16,942,177.225
243,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,226,0,9,545,4.044
244,2549,04/06/2017,09/06/2017,2,434,441,0,0,80,11,60610.0,0,625,1,2,331,7.408
245,386,01/06/2015,06/06/2015,2,240,230,2,0,239,21,55044.0,0,118,0,5,742,2001.86
246,386,01/06/2015,06/06/2015,2,240,230,2,0,239,21,55044.0,0,1361,1,14,1382,166.72
247,386,01/06/2015,06/06/2015,2,240,230,2,0,239,21,55044.0,0,1249,1,12,109,47.88
248,386,01/06/2015,06/06/2015,2,240,230,2,0,239,21,55044.0,0,439,1,1,858,1503.25
249,386,01/06/2015,06/06/2015,2,240,230,2,0,239,21,55044.0,0,1017,1,12,1799,25.92
250,2501,10/12/2017,15/12/2017,2,463,475,0,0,436,3,94109.0,3,99,0,5,758,321.568
251,2359,11/09/2017,17/09/2017,3,420,434,0,0,435,3,92037.0,3,1271,1,12,1652,7.61
252,2359,11/09/2017,17/09/2017,3,420,434,0,0,435,3,92037.0,3,1568,2,0,1024,3347.37
253,2384,10/12/2017,13/12/2017,0,219,219,0,0,327,30,10024.0,1,1331,1,14,650,80.58
254,2384,10/12/2017,13/12/2017,0,219,219,0,0,327,30,10024.0,1,884,1,7,1582,361.92
255,4396,28/11/2016,04/12/2016,3,233,190,1,0,80,11,60623.0,0,226,0,9,545,12.132
256,4396,28/11/2016,04/12/2016,3,233,190,1,0,80,11,60623.0,0,1414,1,14,291,82.368
257,4396,28/11/2016,04/12/2016,3,233,190,1,0,80,11,60623.0,0,1350,1,14,1542,53.92
258,4396,28/11/2016,04/12/2016,3,233,190,1,0,80,11,60623.0,0,1732,2,13,1010,647.904
259,4000,01/12/2018,03/12/2018,2,136,176,0,0,327,30,10009.0,1,1463,2,0,1374,20.37
260,4000,01/12/2018,03/12/2018,2,136,176,0,0,327,30,10009.0,1,1379,1,14,1379,221.55
261,4000,01/12/2018,03/12/2018,2,136,176,0,0,327,30,10009.0,1,774,1,3,49,17.52
262,4869,08/06/2018,12/06/2018,3,243,238,1,0,362,41,77506.0,0,418,1,1,604,1.624
